asset_id,name_clean,category_major,category_minor,artifact_nature,type,subtype,description,image_uri,size_class,placement,is_independent,need_combination,landmark_type,landmark_detail,poly_count,collision_x,collision_y,collision_z,caption_basic,caption_visual,caption_scene,labels_json,env_flags,missing_flags,scene_limit
00012,凳子04,静态模型,家具家居,人工造物,家具,,资产名:凳子04；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00012.png,小尺寸物体,,,,,,332,60.66,57.47,47.93,该资产为凳子04，属于人工造物。在分类上归为静态模型下的家具家居，其尺寸规格为小尺寸物体。,该凳子呈现浅原木色调，采用光滑木质材质，视觉风格偏向Q版卡通与极简风格化。结构上为长条形，凳面由三块带有圆润倒角的厚实木板拼接而成。下方支撑包含四根粗壮的圆柱形凳腿，凳腿间设有横向木条进行加固，整体造型圆润饱满，表面无复杂纹理细节。,该凳子适用于室内外场景，常落地摆放于木地板或草地上。在休闲模拟与田园牧歌主题中，适合布置在乡村农场、庭院花园或休闲驿站等场景。它可作为交互座位供角色休息，同时作为氛围装饰营造休闲可爱的童话感，也可在局部区域作为低矮的场景阻挡物。,"[""Q版卡通"", ""休闲可爱"", ""极简风格"", ""风格化"", ""室内居家"", ""庭院花园"", ""公园广场"", ""乡村农场"", ""休闲驿站"", ""休闲模拟"", ""现代日常"", ""田园牧歌"", ""童话世界"", ""功能家具"", ""交互座位"", ""氛围装饰"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00013,凳子05,静态模型,家具家居,人工造物,家具,,资产名:凳子05；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00013.png,小尺寸物体,,,,,,228,66.98,66.98,69.71,该资产完整名称为“凳子05”，属于人工造物。在资产分类上归属于静态模型下的家具家居类别，其尺寸规格被定义为小尺寸物体。,该凳子呈现浅原木色调，材质表现为带有手绘质感的木材，表面光滑哑光。整体采用Q版卡通与极简写意的视觉风格，造型圆润无锐角。结构上包含一个较厚的圆形座面，底部由四根略微向外倾斜的圆柱形凳腿支撑，凳腿中下部设有十字交叉的木制横档用于加固结构。,该资产适用于室内居家或室外庭院，常落地摆放于木地板或草地上。在休闲模拟与田园农场主题中，可布置于乡村木屋、酒馆客栈或庭院阳台角落。作为功能家具，它既是角色的交互座椅，也能充当垫脚道具，有效营造温馨日常的氛围并作为场景点缀。,"[""Q版卡通"", ""风格化"", ""手绘质感"", ""极简写意"", ""室内居家"", ""乡村木屋"", ""庭院阳台"", ""餐厅吧台"", ""酒馆客栈"", ""休闲模拟"", ""温馨日常"", ""田园农场"", ""童话奇幻"", ""功能家具"", ""交互座椅"", ""氛围装饰"", ""场景点缀"", ""垫脚道具""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00014,凳子06,静态模型,家具家居,人工造物,家具,,资产名:凳子06；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00014.png,小尺寸物体,,,,,,228,66.98,66.98,53.88,该资产名称为“凳子06”，属于人工造物。在分类上归属于静态模型下属的家具家居类别，其尺寸规格被设定为小尺寸物体。,该资产整体呈现米白色调，表面平滑无纹理，呈现出哑光质感。视觉上具有极简主义与Q版卡通风格。结构上，顶部为圆形平整座面，底部由四根向外倾斜的粗壮圆柱形凳腿支撑，凳腿间有四根较细的圆柱形横梁连接加固。整体造型边缘圆润，无锐角设计。,该凳子适合落地摆放于室内木地板或地毯等平整地面上。在休闲模拟或卡通幻想主题游戏中，常作为功能家具。它适用于儿童房、休闲餐厅或童话小镇民居等场景，不仅能作为角色座椅提供交互，还能作为场景填充物，营造现代居家或童话般的温馨氛围装饰效果。,"[""Q版卡通"", ""极简主义"", ""风格化"", ""平滑渲染"", ""室内居家"", ""儿童房"", ""庭院阳台"", ""休闲餐厅"", ""学校教室"", ""休闲模拟"", ""现代居家"", ""童话小镇"", ""卡通幻想"", ""功能家具"", ""交互物件"", ""氛围装饰"", ""场景填充""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00015,凳子07,静态模型,家具家居,人工造物,家具,,资产名:凳子07；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00015.png,小尺寸物体,,,,,,172,57.92,57.92,39.74,该资产完整名称为凳子07，属于人工造物。在分类上归属于静态模型下的家具家居类别。其尺寸规格被定义为小尺寸物体。,该资产呈现极简的Q版卡通手绘风格。整体为浅原木色，材质表现为表面平滑的哑光木质，无写实纹理。结构上，凳面呈方形且边缘做圆角处理，下方由四根略微外倾的圆柱形凳腿支撑。凳腿中下部设有横向木条进行连接加固。整体造型圆润，无尖锐棱角。,该资产适用于室内外场景，通常落地摆放于木地板或草地上。在游戏中，它可作为功能家具放置在乡村农舍的餐厅，或作为交互物件出现在日系二次元风格的庭院。它也适合用于现代都市的休闲店铺，作为垫脚物或座椅，营造出田园牧歌与休闲日常的氛围感。,"[""Q版卡通"", ""休闲风格"", ""手绘风格"", ""极简主义"", ""室内居家"", ""乡村农舍"", ""庭院花园"", ""市井街道"", ""餐饮店铺"", ""休闲日常"", ""田园牧歌"", ""日系二次元"", ""现代都市"", ""功能家具"", ""氛围装饰"", ""交互物件"", ""垫脚物""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00016,凳子08,静态模型,家具家居,人工造物,家具,,资产名:凳子08；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00016.png,小尺寸物体,,,,,,144,47.11,47.11,28.41,该资产名为“凳子08”，属于人工造物。在分类上归为静态模型下的家具家居类别，是一个小尺寸物体。,该资产呈现Q版卡通的风格化视觉特征。整体为浅原木色调，材质表现为光滑的木质表面，带有手绘贴图的柔和光影过渡。结构上，凳子由一个边缘圆润的厚实圆形座面和四条略微向外倾斜的圆柱形凳腿组成，造型圆润饱满，无复杂的雕花或做旧磨损痕迹。,该凳子适合落地摆放于室内木地板或室外庭院草地上。在休闲模拟游戏中，常配置于童话村落的木屋别墅、现代都市的居家公寓或酒馆客栈等场景。作为功能坐具，它能为角色提供休息点，同时作为氛围装饰增添温馨治愈感，也可在局部空间作为轻度的场景阻挡物。,"[""Q版卡通"", ""风格化"", ""温馨治愈"", ""手绘贴图"", ""室内居家"", ""木屋别墅"", ""庭院花园"", ""酒馆客栈"", ""休闲模拟"", ""温馨日常"", ""童话村落"", ""现代都市"", ""坐具"", ""功能家具"", ""氛围装饰"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00017,圆桌01,静态模型,家具家居,人工造物,家具,,资产名:圆桌01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00017.png,中尺寸物体,,,,,,232,148.7,148.7,94.51,该资产为圆桌01，属于人工造物。在分类上归为静态模型下的家具家居类别，其尺寸规格被明确定义为中尺寸物体。,该资产呈现Q版卡通与低多边形结合的手绘极简风格。整体外观为浅木色调，表面采用哑光平滑处理。结构上由宽大的圆形桌面、具有一定厚度的边缘以及下方的多边形中心支柱构成。支柱底部连接着一个同为多边形的底座，整体造型简约且具有几何特征。,该资产适用于室内外环境，常落地摆放于木地板或草地上。在乡村田园或欧式奇幻主题中，可布置于室内居家餐厅、户外庭院或酒馆咖啡厅。作为功能家具，它主要用于承载物品并烘托场景氛围，在特定布局中也可作为寻路阻挡的屏障。,"[""Q版卡通"", ""低多边形"", ""手绘风格"", ""极简主义"", ""室内居家"", ""餐厅酒馆"", ""咖啡厅"", ""户外庭院"", ""休闲模拟"", ""现代都市"", ""乡村田园"", ""欧式奇幻"", ""功能家具"", ""物品承载"", ""氛围装饰"", ""寻路阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00018,地毯01,静态模型,家具家居,人工造物,家具,,资产名:地毯01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00018.png,小尺寸物体,,,,,,32,200.0,150.0,2.32,该资产名称为地毯01，属于人工造物。在分类上归为静态模型下的家具家居类别，其尺寸规格为小尺寸物体。,该资产呈现Q版卡通的简约风格。整体为扁平正方形，由四个小方形区块呈2x2网格拼接而成。颜色采用米白色与浅卡其色双拼，四周带有浅黄色包边。材质表现为哑光布料软垫，表面采用手绘贴图处理，带有轻微起伏的阴影，展现出柔软的视觉质感，边缘线条圆润。,该资产适用于室内居家场景，通常平铺落地摆放于木地板或榻榻米上。在休闲模拟或日系日常游戏中，常配置于日式和室、现代卧室或儿童房。作为地面铺设物，它能用于区域划分，也可作为角色的交互坐垫，为温馨治愈的室内环境提供氛围装饰，营造舒适的居家感。,"[""Q版卡通"", ""休闲卡通"", ""手绘贴图"", ""简约风格"", ""室内居家"", ""卧室"", ""客厅"", ""日式和室"", ""儿童房"", ""休闲模拟"", ""现代都市"", ""温馨治愈"", ""日系日常"", ""氛围装饰"", ""地面铺设"", ""区域划分"", ""交互坐垫""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00019,地毯02,静态模型,家具家居,人工造物,家具,,资产名:地毯02；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00019.png,小尺寸物体,,,,,,48,200.0,150.0,2.32,该资产名为地毯02，属于人工造物。在分类上，它被归类为静态模型下的家具家居，其尺寸规格为小尺寸物体。,该地毯呈现Q版卡通与手绘风格化特征。整体为方形薄垫结构，表面材质呈哑光平织布料质感。地毯外圈为土黄色，带有向中心辐射的拼接缝线纹理；中心区域由粉色与白色相间的方格图案拼接而成，形成类似棋盘格的视觉效果。整体色彩明快，边缘平整，无明显起伏细节。,该资产适用于室内居家场景，通常平铺落地摆放于木地板或瓷砖等人工地面上。在休闲模拟或童话世界主题的游戏中，常用于卧室、儿童房或温馨客厅等具体场景。作为地面装饰与家具配件，它能有效进行室内区域划分，为现代居家环境营造出轻松休闲的氛围感。,"[""Q版卡通"", ""手绘风格"", ""风格化"", ""休闲风"", ""室内居家"", ""卧室"", ""儿童房"", ""客厅"", ""休闲模拟"", ""现代居家"", ""日系卡通"", ""童话世界"", ""地面装饰"", ""氛围装饰"", ""家具配件"", ""区域划分""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00020,地毯03,静态模型,家具家居,人工造物,家具,,资产名:地毯03；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00020.png,小尺寸物体,,,,,,372,348.74,308.34,1.09,该资产名为地毯03，属于人工造物。在资产分类上归为静态模型下的家具家居类别，其尺寸规格被定义为小尺寸物体。,该地毯模型呈现Q版卡通与简约手绘的视觉风格。整体以浅灰色为底色，表面分布着不规则的深灰色斑块，类似动物斑纹。材质表现为哑光的布料或毛毡质感，表面平整。形状大致呈方形，四周边缘具有波浪状的起伏与不规则的圆润轮廓，整体造型扁平但具有轻微厚度。,该模型适用于室内居家或商店店铺场景，通常平铺摆放于木地板等人工地面上。在现代公寓客厅、农场小屋卧室或宠物商店等场景中，可作为地面铺设用于空间内的区域划分。其动物主题的斑纹设计能有效烘托休闲日常的氛围，作为氛围装饰为现代都市环境增添趣味。,"[""Q版卡通"", ""简约手绘"", ""休闲风格"", ""室内居家"", ""商店店铺"", ""农场小屋"", ""休闲日常"", ""现代都市"", ""动物主题"", ""氛围装饰"", ""地面铺设"", ""区域划分""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00021,地毯04,静态模型,家具家居,人工造物,家具,,资产名:地毯04；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00021.png,小尺寸物体,,,,,,108,367.96,234.04,1.55,该资产为“地毯04”，属于人工造物。在分类上，它归属于静态模型下属的家具家居类别，具体类型为家具，是一个小尺寸物体。,该地毯呈现Q版卡通与手绘风格，为长方形结构。主色调为浅米色，中心带有橙棕色菱形图案，由深色线条勾勒边框。材质表现为哑光编织物，表面平整且带有厚度。地毯表面分布着深色不规则线条纹理，模拟了布料的褶皱痕迹，整体造型简约，带有低多边形视觉特征。,该地毯适用于室内场景，通常平铺于木地板或石材地面上。在现代都市的卧室、休闲日常的客厅，或是欧式奇幻风格的旅馆客房与帐篷内部，它常作为地面铺设物使用。该资产能作为空间的视觉焦点并有效进行区域划分，为治愈系居家环境提供温馨的氛围装饰效果。,"[""Q版卡通"", ""手绘风格"", ""简约风"", ""低多边形"", ""室内居家"", ""卧室"", ""客厅"", ""旅馆客房"", ""帐篷内部"", ""休闲日常"", ""现代都市"", ""治愈系"", ""欧式奇幻"", ""氛围装饰"", ""地面铺设"", ""区域划分"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00022,地毯05,静态模型,家具家居,人工造物,家具,,资产名:地毯05；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00022.png,小尺寸物体,,,,,,188,299.38,299.38,1.84,该资产为“地毯05”，属于人工造物。在分类上归属于静态模型下的家具家居类别。其尺寸规格为小尺寸物体。,该地毯呈现极简主义的Q版卡通风格，整体为扁平的圆形结构。表面由三个同心圆构成，色彩由外向内递进：最外圈为浅紫蓝色，中间圈为青蓝色，中心为深蓝色。材质表现为光滑的哑光合成材料，边缘处理圆润，无毛绒纹理或额外装饰，造型简洁。,该地毯适用于室内场景，通常平铺于人工地板或金属舱板上。作为地面铺设物，它能有效进行区域划分并提供氛围装饰。在现代都市主题中，可布置于居家卧室或休闲客厅；在科幻未来主题下，也适合放置于科幻舱室或太空站休息区，营造独特的科技与休闲感。,"[""Q版卡通"", ""风格化"", ""极简主义"", ""室内居家"", ""卧室"", ""客厅"", ""科幻舱室"", ""休闲日常"", ""现代都市"", ""科幻未来"", ""氛围装饰"", ""地面铺设"", ""功能家具"", ""区域划分""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00023,地毯06,静态模型,家具家居,人工造物,家具,,资产名:地毯06；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:小尺寸物体,images/00023.png,小尺寸物体,,,,,,224,308.78,265.72,2.78,该资产名称为地毯06，属于人工造物。在分类上归属于静态模型下的家具家居类别，尺寸规格为小尺寸物体。,该地毯呈现Q版卡通与极简风格，整体造型圆润。材质表现为哑光的厚实毛毡质感，表面平整。色彩上，外圈边框与两端各四个圆柱状短流苏为浅橙色，中心区域为橙红色。地毯中心点缀有两条横向的米色波浪形线条纹理。整体边缘均经过明显的圆滑倒角处理，无锐利棱角。,该资产适用于室内场景，通常平铺摆放于木地板等平整地面上。作为地面装饰，它能有效进行区域划分并提供氛围装饰。在休闲模拟主题中，常布置于现代居家的卧室床边或客厅茶几下方；在奇幻村庄或异域风情设定下，也适合放置在游牧帐篷内部，营造舒适的居住感。,"[""Q版卡通"", ""圆润可爱"", ""卡通渲染"", ""极简风格"", ""室内居家"", ""卧室"", ""客厅"", ""帐篷内部"", ""休闲模拟"", ""现代居家"", ""异域风情"", ""奇幻村庄"", ""地面装饰"", ""氛围装饰"", ""家具配件"", ""区域划分""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00025,壁炉02,静态模型,家具家居,人工造物,家具,,资产名:壁炉02；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00025.png,中尺寸物体,,,,,,454,141.34,149.08,249.24,该资产为“壁炉02”，属于人工造物。在资产分类上，它被归类为静态模型下的家具家居类别。其尺寸规格为中尺寸物体。,该壁炉呈现Q版卡通风格，整体边缘圆润。主体采用暗紫色哑光材质，顶部连接灰白色方形烟囱，中间有粉色过渡层。拱形炉口带白色包边，右上方绘有黄色简易纹样。炉膛内放置灰色火盆，盛满发光的橙黄色球状物。右侧地面堆放着三根原木色圆柱形木柴。,该壁炉适用于室内场景，通常靠墙落地摆放于木地板或石板地面上。它适合配置在童话主题的乡村木屋、欧式奇幻的魔法工坊或休闲营地等游戏场景中。作为功能家具，其炉火能提供局部照明并充当视觉焦点，为空间营造出温馨或充满魔法气息的氛围装饰效果。,"[""Q版卡通"", ""风格化"", ""休闲手绘"", ""室内居家"", ""乡村木屋"", ""魔法工坊"", ""休闲营地"", ""休闲经营"", ""童话世界"", ""欧式奇幻"", ""魔法世界"", ""功能家具"", ""氛围装饰"", ""照明"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00032,屏风06,静态模型,家具家居,人工造物,家具,,资产名:屏风06；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00032.png,中尺寸物体,,,,,,864,50.9,445.95,274.4,该资产的完整名称为屏风06，属于人工造物。在分类上，它被归类为静态模型下属的家具家居类目，其尺寸规格被定义为中尺寸物体。,该屏风呈现Q版卡通与低多边形视觉风格。整体由三块长方形面板组成三折结构。边框采用橙黄色的平滑木质材质，上下两端带有圆柱形突出木棍。中间屏面为淡黄色的哑光纸质材料，表面平整无纹理。面板之间通过浅色绑带状结构连接，造型简约。,该屏风适用于室内场景，常落地摆放于木地板或榻榻米上。在日系二次元或东方古典主题中，适合布置在日式客栈、温馨卧室或古风茶馆。作为功能家具，它能实现空间分隔与视觉阻挡，提供私密遮蔽，同时作为氛围装饰增强模拟经营游戏的居家感。,"[""Q版卡通"", ""简约卡通"", ""低多边形"", ""室内居家"", ""卧室"", ""客栈旅馆"", ""更衣室"", ""休闲日常"", ""模拟经营"", ""东方古典"", ""日系二次元"", ""空间分隔"", ""功能家具"", ""视觉阻挡"", ""氛围装饰""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00033,床01,静态模型,家具家居,人工造物,家具,,资产名:床01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00033.png,中尺寸物体,,,,,,584,283.33,263.74,115.09,该资产的完整名称为“床01”，属于人工造物。在分类上，它被归类为静态模型下属的家具家居类，尺寸规格为中尺寸物体。,该资产呈现Q版极简的休闲卡通风格，采用平滑渲染。浅原木色的光滑木质床架带有床头板与四个圆柱形短腿。床上铺有珊瑚红色的厚实布艺床垫，床头并排摆放两个浅蓝色长方形枕头。床垫下半部覆盖着白色布艺被子，表面带有简单的横向褶皱纹理。整体造型边缘圆润。,该资产适用于室内居家环境，常靠墙落地摆放于人工地板上。在现代都市或欧美卡通主题的模拟经营游戏中，适合布置在青年公寓、旅馆客房或卧室中。作为核心功能家具与视觉焦点，它不仅用于场景装饰，还能供角色休息恢复体力，并作为室内空间的物理阻挡物。,"[""Q版卡通"", ""休闲卡通"", ""极简风格"", ""平滑渲染"", ""室内居家"", ""卧室"", ""旅馆客房"", ""青年公寓"", ""现代都市"", ""休闲生活"", ""模拟经营"", ""欧美卡通"", ""功能家具"", ""场景装饰"", ""恢复体力"", ""视觉焦点"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00034,指挥台01,静态模型,家具家居,人工造物,家具,,资产名:指挥台01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00034.png,中尺寸物体,,,,,,1931,237.46,386.49,242.64,该资产名为指挥台01，属于人工造物。在分类上归为静态模型下属的家具家居类，具体类型为家具，是一个中尺寸物体。,该资产呈现Q版卡通风格，采用马卡龙色系。薄荷绿色的指挥台底部带有浅黄色底板，表面呈光滑的哑光塑料质感，边缘圆润。长方形桌体正面中央内凹。桌面上摆放着黄色笔、浅蓝色复古拨号电话、带白色支架的浅蓝色地球仪，以及一面带白色旗杆的粉红色旗帜。,该资产适用于室内场景，通常落地摆放于人工地板上。在模拟经营或Q版军事主题中，可布置于指挥中心、基地大厅或复古书房等空间。作为功能家具，它能作为场景中的阻挡物规划路线，也可作为交互物件供角色使用，同时为环境提供休闲可爱的氛围装饰效果。,"[""Q版卡通"", ""休闲可爱"", ""马卡龙色系"", ""圆润风格"", ""室内办公"", ""指挥中心"", ""基地大厅"", ""书房"", ""模拟经营"", ""现代都市"", ""复古怀旧"", ""Q版军事"", ""功能家具"", ""氛围装饰"", ""交互物件"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00035,时钟01,静态模型,家具家居,人工造物,家具,,资产名:时钟01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00035.png,中尺寸物体,,,,,,495,86.22,139.25,239.8,该资产为“时钟01”，属于人工造物。在分类上归为静态模型下的家具家居类，是一个中尺寸物体。,该资产呈现Q版卡通与极简风格。整体由淡蓝色与淡黄色构成，表面材质光滑且具哑光质感，无复杂纹理。结构分为三部分：底部为淡蓝色方形底座，中段为淡黄色方柱，顶部为淡蓝色拱形结构。拱形正面有内凹的空白面板，两侧点缀小型淡黄色方形凸起，整体边缘圆润。,该资产适用于室内场景，通常靠墙落地摆放于木地板或人工地面上。作为功能家具，它不仅是视觉焦点，还能起到空间阻挡作用。在童话奇幻或休闲模拟主题中，常用于布置魔法小屋、复古钟表店或现代都市公寓的客厅，为空间增添温馨的氛围装饰效果。,"[""Q版卡通"", ""休闲风格"", ""风格化"", ""极简风格"", ""室内居家"", ""城镇建筑"", ""魔法小屋"", ""钟表店"", ""休闲模拟"", ""现代都市"", ""童话奇幻"", ""欧式古典"", ""氛围装饰"", ""功能家具"", ""阻挡"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
00036,晾衣架01,静态模型,家具家居,人工造物,家具,,资产名:晾衣架01；主分类:静态模型；子分类:家具家居；类型:家具；造物性质:人工造物；尺寸等级:中尺寸物体,images/00036.png,中尺寸物体,,,,,,736,83.56,154.45,186.86,该资产为名为“晾衣架01”的人工造物，属于静态模型下家具家居分类中的中尺寸物体。,该资产呈现Q版卡通与手绘风格，为低多边形建模。主体为原木色的A字型支架，表面具光滑木质质感。结构包含一根顶部主横杆与底部两根细横杆，由四根支撑腿构成。顶部横杆上悬挂着布料材质的衣物，左侧为粉白相间的毛巾，右侧为一件浅蓝色上衣。,该资产适合落地摆放于室内外的人工木地板或瓷砖地面。常用于日系二次元风格的公寓阳台、田园牧歌主题的农舍庭院及现代都市的浴室等游戏场景。作为功能家具，它可用于生活交互展示衣物，作为氛围装饰营造休闲生活感，或在狭窄空间内作为轻度阻挡物。,"[""Q版卡通"", ""手绘风格"", ""休闲风"", ""低多边形"", ""室内居家"", ""阳台庭院"", ""浴室澡堂"", ""生活街区"", ""现代都市"", ""休闲生活"", ""日系二次元"", ""田园牧歌"", ""氛围装饰"", ""功能家具"", ""生活交互"", ""阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
